Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Jamaica,JAM,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.15751648,82.47371674,88.37377167,,91.65830994,86.5602417,89.3037796,,89.13548279,90.60868073,,79.16944122,79.41964722,81.01772308,
Jamaica,JAM,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.31272125,,95.52992249,,,,90.57778931,100,,96.9486618,97.9017334,,98.00878143,97.66468048,97.32833862,
Jamaica,JAM,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.73111725,,99.35404968,99.68119049,,,100,100,,95.51692963,99.22306061,,98.14045715,98.2821579,95.78749084,
Jamaica,JAM,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.67912292,97.1799469,96.71623993,,92.65766144,85.58392334,100,,98.21305847,98.39544678,,98.2036438,97.8637619,97.95343781,
Jamaica,JAM,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.08680725,91.99967194,94.16126251,,100,94.22344208,100,,96.44262695,96.71530151,,97.66001129,97.36891937,97.61740112,
Jamaica,JAM,"Tertiary education, academic staff (% female)",SE.TER.TCHR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.18355179,60.30150986,,,,,,,,,,,,,,,
Jamaica,JAM,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,6.085340023,6.816140175,7.530889988,7.46969986,,,,,,,,,,,,,,,,,,,,,,,,,,10.59521008,11.76583958,11.66481972,,,,,,14.37749958,14.2042799,16.39407921,15.86487961,18.95101929,16.64830017,,19.80064011,,
Jamaica,JAM,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,,,,,,,,,,,,4.138259888,4.300779819,4.60615015,4.558670044,,,,,,,,,,,,,,,,,,,,,,,,,,19.52146912,23.41002083,25.47963905,,,,,,33.22143936,33.13615036,37.78791046,36.98205948,38.89625931,37.97591019,,34.1861496,,
Jamaica,JAM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,5.054900169,5.488649845,5.993150234,5.947470188,,,6.992909908,,,,6.642879963,,,,,,4.871089935,,4.938600063,,6.532040119,6.467559814,,,,,,,9.186659813,15.07909012,17.6259594,18.61133957,20.88645935,21.10219002,19.06011009,18.80374908,,23.54289055,23.41415977,26.81892014,26.1753006,28.71346092,27.11564064,,26.87916946,,
Jamaica,JAM,"Pupil-teacher ratio, tertiary",SE.TER.ENRL.TC.ZS,,,,,,,,,,,,12.1552,,,13.18651962,,,,,,,,,,,,,11.72568035,,,,,,,,,,,,,20.55681992,23.7840004,22.81105995,,,,,,,,,,,,,,,
Jamaica,JAM,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,,,,,,,,,,,,,,,,,14.10021973,3.541209936,,,,3.492460012,,3.316200018,3.476360083,1.844149947,3.978780031,,,,,,,,,,,,,6.926270008,11.56882954,12.96452999,11.74110031,11.10291004,5.242980003,5.555920124,,,,,,,,20.53606987,18.81454086,18.49246979,19.08740044,
Jamaica,JAM,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,,,,,,,,,,,,,,,,,17.35656929,4.797289848,,,,,,,6.047959805,,,,,,,,,,,,,,,7.301459789,12.40147018,12.85470009,12.7042799,12.52845001,6.306270123,7.025179863,,,,,,,,23.7183609,21.64414024,21.51425934,22.07411957,
Jamaica,JAM,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,,,,,,,,,,,,,,,,,10.7941103,2.27373004,,,,,,,0.808990002,,,,,,,,,,,,,,,6.548279762,10.72951031,13.07528019,10.75286961,9.617360115,4.124740124,4.007130146,,,,,,,,17.19564056,15.84344006,15.32013035,15.95277023,
Jamaica,JAM,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,66.14183044,65.93296814,,66.09844208,60.91622925,66.41651154,66.46401215,,,67.08444214,,,,,,,,,66.80789948,66.91117859,66.93950653,,,68.6760025,,,73.27406311,67.9516983,70.21604919,71.06713867,69.90792084,70.18856049,70.56121826,
Jamaica,JAM,"Secondary education, teachers, female",SE.SEC.TCHR.FE,,,,,,,,,,,,,,,,,,,,,,,,,5419,5272,,5506,5505,6018,6122,,,7333,,,,,,,,,7884,7571,8587,,,8932,,,13352,10523,10010,10056,9490,9194,8449,
Jamaica,JAM,"Secondary education, teachers",SE.SEC.TCHR,,,,,,,,,,,,,,,,7361,,,,,,,,,8193,7996,,8330,9037,9061,9211,,,10931,,,,,,,12396,,11801,11315,12828,,,13006,,,18222,15486,14256,14150,13575,13099,11974,
Jamaica,JAM,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,1.107689977,,,,,,,,,,,,2,,,,,,,,,2.705579996,,,,,,,,,,,,,,,,,,,,13.9509697,,,,,,
Jamaica,JAM,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,,,,,,,,,,,1.49477005,,,,,,,,,,,,2.21626997,,,,,,,,,2.84559989,,,,,,,,,,,,,,,,,,,,9.921600342,,,,,,
Jamaica,JAM,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,,,,,,,,,,,0.761340022,,,,,,,,,,,,1.799999952,,,,,,,,,2.577680111,,,,,,,,,,,,,,,,,,,,17.74048996,,,,,,
Jamaica,JAM,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,8.0542202,,,,,,,,,,,,17,,,,,,,,,32.58903885,,,,,,,,,,,,,,,,,,,,60.71503067,,,,,,
Jamaica,JAM,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,,,,,,,,,,,8.139010429,,,,,,,,,,,,16.35117912,,,,,,,,,30.50555992,,,,,,,,,,,,,,,,,,,,56.55266953,,,,,,
Jamaica,JAM,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,,,,,,,,,,,7.978099823,,,,,,,,,,,,17.60000038,,,,,,,,,34.49206924,,,,,,,,,,,,,,,,,,,,64.62962341,,,,,,
Jamaica,JAM,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,,,75.77604675,74.44252014,,,90.1483078,90.64710236,,85.07196808,85.00517273,85.51251984,83.71869659,,,,95.91256714,100.4770279,,98.58856201,,,,,,,97.6432724,95.06614685,92.38040924,92.81417847,100.0712585,,,,,99.01139832,99.53749847,95.11004639,,90.01679993,84.93579102,87.92169189,,
Jamaica,JAM,"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,,,,,,,,,,,,,,,,,69.63948059,70.04844666,,,85.70027924,84.70549774,,79.85587311,80.24152374,81.6847229,79.40529633,,,,92.2125473,96.76743317,,95.66340637,,,,,,,97.13755035,95.21218109,90.30626678,91.34248352,97.86749268,,,,,99.18444061,100.0034409,94.54351807,,89.77477264,82.45831299,85.7142868,,
Jamaica,JAM,"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,,,,,,,,,,,,,,,,,82.02039337,78.87177277,,,94.64962006,96.71888733,,90.48149109,89.94541168,89.47125244,88.16963959,,,,99.66290283,104.2249222,,101.5402832,,,,,,,98.15132904,94.91947937,94.49593353,94.34380341,102.3946304,,,,,98.83070374,99.04963684,95.70391083,,90.27078247,87.53795624,90.23932648,,
Jamaica,JAM,Lower secondary school starting age (years),SE.SEC.AGES,,,,,,,,,,,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Jamaica,JAM,Children out of school (% of primary school age),SE.PRM.UNER.ZS,,,,,,,,,,,,,,,,4.853879929,7.498069763,7.023119926,,3.506259918,3.489860058,3.58946991,,2.542949915,3.748070002,4.496729851,4.289259911,2.238790035,5.363540173,1.901859999,2.635370016,4.269320011,,7.333350182,,,,,,8.614560127,7.151100159,7.465799809,8.220959663,9.46780014,7.700870037,,,,,,,,,,,,,
Jamaica,JAM,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,,,,,,,,,,,,,,,,5.949800014,8.640500069,8.401410103,,5.076019764,5.383090019,4.813159943,,4.038169861,5.226270199,5.813260078,5.545599937,1.975090027,5.741539955,2.582819939,2.917769909,4.579090118,,6.410520077,,,,,,8.757710457,7.245110035,7.612530231,8.697340012,10.02657986,8.208609581,,,,,,,,,,,,,
Jamaica,JAM,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,11084,16142,15458,,9134,9605,8528,,7101,9120,10022,9407,3290,9481,4268,4865,7735,,10970,,,,,,15020,12526,13264,15232,17616,14446,,,,,,,,,,,,,
Jamaica,JAM,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,,,,,,,,,,,,,,,,3.73774004,6.3302598,5.610610008,,1.883620024,1.526350021,2.318890095,,0.991379976,2.213560104,3.130019903,2.985860109,2.511369944,4.974579811,1.204370022,2.347170115,3.953979969,,8.27025032,,,,,,8.46765995,7.054190159,7.313910007,7.72371006,8.88269043,7.169250011,,,,,,,,,,,,,
Jamaica,JAM,"Children out of school, primary, female",SE.PRM.UNER.FE,,,,,,,,,,,,,,,,6837,11569,10073,,3279,2626,3957,,1680,3721,5198,4882,4047,7983,1943,3835,6561,,13940,,,,,,14152,11831,12311,12959,14904,12050,,,,,,,,,,,,,
Jamaica,JAM,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,17921,27711,25531,,12413,12231,12485,,8781,12841,15220,14289,7337,17464,6211,8700,14296,,24910,,,,,,29172,24357,25575,28191,32520,26496,,,,,,,,,,,,,
Jamaica,JAM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.1,156.7,135.8,141.2,173.4,208.6,204.8,187.8,215.5,223.8,195.9,160.1,144.5,134.8,
Jamaica,JAM,"Industrial design applications, resident, by count",IP.IDS.RSCT,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,2,1,1,,3,,1,2,1,4,2,2,,4,3,3,3,26,12,10,29,32,49,40,41,94,160,72,65,178,
Jamaica,JAM,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,,,,,,,,,,,,,,,,,,,,,,,14,13,,4,16,5,5,12,14,3,,13,10,10,8,20,12,,9,4,4,5,28,19,8,7,7,4,4,23,18,15,3,1,5,
Jamaica,JAM,Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000,,,,,,,,390000000,175000000,,,,,,,,337000000,,600000000,,,452000000,
Jamaica,JAM,Public private partnerships investment in ICT (current US$),IE.PPN.ICTI.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246000000,43000000,,,,,,,,,,,78000000,,,,132000000,,,,,209600000,,390000000
Jamaica,JAM,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000,,,,,,,,390000000,175000000,,,,,,,,337000000,,600000000,,,452000000,
Jamaica,JAM,Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246000000,43000000,,,,,,201000000,,,,,78000000,,,,132000000,,,,,209600000,,390000000
Jamaica,JAM,Procedures to build a warehouse (number),IC.WRH.PROC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,17,17,17,19,19,19,19
Jamaica,JAM,Time required to build a warehouse (days),IC.WRH.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,261,261,181,181,192,181.5,181.5,171.5,171.5,141.5,141.5,141.5
Jamaica,JAM,Total tax rate (% of commercial profits),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,47.9,47.9,47.9,47.9,46.7,46.6,46.6,46.5,41.1,35.3,33.1,33.1
Jamaica,JAM,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3,27.3,27.3,27.3,27.3,27.3,28.6,28.7,28.7,21.4,15,14,14
Jamaica,JAM,Tax payments (number),IC.TAX.PAYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,72,72,72,72,72,72,36,36,36,37,11,11
Jamaica,JAM,Other taxes payable by businesses (% of commercial profits),IC.TAX.OTHR.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,7.7,7.7,7.7,7.7,6.5,5,5,4.8,6.4,6.9,5.7,5.7
Jamaica,JAM,Number of visits or required meetings of affected firms with tax officials,IC.TAX.METG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,
Jamaica,JAM,Labor tax and contributions (% of commercial profits),IC.TAX.LABR.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,13,13,13,13,12.9,12.9,13.3,13.4,13.4,13.4
Jamaica,JAM,Firms expected to give gifts in meetings with tax officials (% of firms),IC.TAX.GIFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,,,,,,,
Jamaica,JAM,Time to prepare and pay taxes (hours),IC.TAX.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,324,324,324,324,324,324,278,278,278,280,268,268
Jamaica,JAM,"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,6,6,6,6,6,6,6,5,2,2,2,2
Jamaica,JAM,"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,6,6,6,6,6,6,6,5,2,2,2,2
Jamaica,JAM,Start-up procedures to register a business (number),IC.REG.PROC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,6,6,6,6,6,6,6,5,2,2,2,2
Jamaica,JAM,"Time required to start a business, male (days)",IC.REG.DURS.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,8,8,8,8,8,8,7,7,6,15,3,10,3
Jamaica,JAM,"Time required to start a business, female (days)",IC.REG.DURS.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,8,8,8,8,8,8,7,7,6,15,3,10,3
Jamaica,JAM,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,8,8,8,8,8,8,7,7,6,15,3,10,3
Jamaica,JAM,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,15.4,11.8,9.4,8.7,7.9,5.3,5.2,7.2,6.7,6.4,4.9,5,4.3,4.8
Jamaica,JAM,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,15.4,11.8,9.4,8.7,7.9,5.3,5.2,7.2,6.7,6.4,4.9,5,4.3,4.8
Jamaica,JAM,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,15.4,11.8,9.4,8.7,7.9,5.3,5.2,7.2,6.7,6.4,4.9,5,4.3,4.8
Jamaica,JAM,Procedures to register property (number),IC.PRP.PROC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,8,8,8,8
Jamaica,JAM,Time required to register property (days),IC.PRP.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,51,51,51,35,35,17.5,17.5,17.5,17,18,18,18,18
Jamaica,JAM,Time required to enforce a contract (days),IC.LGL.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,565,565,565,565,655,655,655,655,550,550,550,550,550,550
Jamaica,JAM,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,9,9,9
Jamaica,JAM,Time to resolve insolvency (years),IC.ISV.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Jamaica,JAM,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,72,72,56
Jamaica,JAM,"Time to import, border compliance (hours)",IC.IMP.TMBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,80,80
Jamaica,JAM,Time to import (days),IC.IMP.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,18,18,18,18,18,18,17,17,17,,,
Jamaica,JAM,Documents to import (number),IC.IMP.DOCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,7,7,7,7,7,7,7,7,,,
Jamaica,JAM,"Cost to import, documentary compliance (US$)",IC.IMP.CSDC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,90
Jamaica,JAM,"Cost to import, border compliance (US$)",IC.IMP.CSBC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906,906,906,906
Jamaica,JAM,Cost to import (US$ per container),IC.IMP.COST.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920,1920,1920,1990,1990,1990,1990,2130,2130,2180,,,
Jamaica,JAM,Time spent dealing with the requirements of government regulations (% of senior management time),IC.GOV.DURS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,
Jamaica,JAM,Firms offering formal training (% of firms),IC.FRM.TRNG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,,,,,,,
Jamaica,JAM,Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,
Jamaica,JAM,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,,,,,,,
Jamaica,JAM,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,
Jamaica,JAM,Firms visited or required meetings with tax officials (% of firms),IC.FRM.METG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,
Jamaica,JAM,Firms that do not report all sales for tax purposes (% of firms),IC.FRM.INFM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.77,,,,,,,,,,,,
Jamaica,JAM,Firms formally registered when operations started (% of firms),IC.FRM.FREG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,
Jamaica,JAM,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2,,,,,,,
Jamaica,JAM,Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,,,,,,,
Jamaica,JAM,Time required to obtain an operating license (days),IC.FRM.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,,,,,,
Jamaica,JAM,Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,
Jamaica,JAM,"Net official flows from UN agencies, FAO (current US$)",DT.NFL.FAOG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,,,,
Jamaica,JAM,"Net flows on external debt, short-term (NFL, current US$)",DT.NFL.DSTC.CD,,,,,,,,,,,0,0,0,0,0,0,0,103000000,-23000000,26000000,-8000000,-6000000,6000000,152000000,-26000000,-55000000,-22000000,52000000,34000000,34000000,-45000000,-67450000,21450000,-22370000,222270000,14030000,86600000,135470000,-55200000,107520000,-21320000,131000000,-163000000,181000000,79000000,-479000000,450000000,413000000,-259000000,-471000000,350000000,-84000000,848025000,-239738000,22535000,45392000,68801000,
Jamaica,JAM,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,,,,,,,,,,,8636000,27332000,41804000,140494000,178048000,181055000,240164000,27683000,101697000,97067000,246662000,337452000,415950000,371655000,327435000,300160000,-32785000,112131000,71328000,92147000,14933000,147502000,-65877000,-30097000,-173071000,-84660000,-144642000,-264942000,116834000,-166604000,543413000,642182000,131439000,-247331000,616747000,500053000,483158000,434408000,241561000,-265958000,948430000,444235000,-353802000,59310000,659248000,1693306000,-114602000,
Jamaica,JAM,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,,,,,,,,,,,1100000,3100000,-2400000,12500000,54400000,13300000,-456600000,53400000,-415000000,-25000000,15000000,-40000000,25000000,25000000,-5000000,-3800000,-2300000,-6000000,-7100000,-8946000,-8307000,-5847000,0,400000,49800000,50000000,-5000000,65000000,-8867000,-12964000,-63551000,-8551000,-8552000,-8551000,21448000,298449000,421448000,1377572000,-8552000,1076449000,1066448000,35609000,1317343000,999881000,751109000,-1611168000,7110000,
Jamaica,JAM,"Net flows on external debt, long-term (NFL, current US$)",DT.NFL.DLXF.CD,,,,,,,,,,,9736000,30432000,39404000,152994000,232448000,194355000,-216436000,81083000,-313303000,72067000,261662000,297452000,440950000,396655000,322435000,296360000,-35085000,106131000,64228000,83201000,6626000,141655000,-65877000,-29697000,-123271000,-34660000,-149642000,-199942000,107967000,-179568000,479862000,633631000,122887000,-255882000,638195000,798502000,904606000,1811980000,233009000,810491000,2014878000,479844000,963541000,1059191000,1410357000,82138000,-107492000,
Jamaica,JAM,"Net flows on external debt, total (NFL, current US$)",DT.NFL.DECT.CD,,,,,,,,,,,13336000,26671000,53790000,168793000,232448000,194355000,-152116000,206500000,-273620000,263165000,234662000,472952000,578050000,624185000,339835000,230890000,-147026000,58338000,-62363000,31287000,-94048000,105545000,-64075000,-73711000,60976000,-105484000,-134869000,-99028000,35847000,-91021000,439472000,746225000,-58834000,-90866000,709198000,318641000,1354606000,2224980000,-25991000,339491000,3142951000,446143000,1811566000,821611000,1306615000,152232000,73864000,
Jamaica,JAM,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,,,,,,,,,,,-1545000,-4636000,8252000,-9583000,-1153000,-4064000,-9061000,-3286000,-16228000,-9664000,-8598000,-1179000,-7404000,-40000,-4188000,0,-94000,0,0,0,0,0,0,0,67500000,12500000,52493000,0,250000000,-64993000,485304000,818734000,69998000,-176167000,641238000,918798000,880000000,1796333000,212204000,740078000,1006884000,256085000,997508000,952381000,561551000,-16440000,-88844000,
Jamaica,JAM,"PPG, bilateral concessional (NFL, current US$)",DT.NFL.BLTC.CD,,,,,,,,,,,639000,2864000,2643000,11278000,17813000,14702000,9292000,17457000,56543000,71850000,81623000,79750000,153646000,124119000,132060000,108828000,18265000,75255000,68010000,57465000,88453000,224240000,13666000,-14274000,-13295000,7303000,-51195000,-76970000,-51761000,-81244000,-51779000,-56054000,-49157000,-44075000,-63677000,-61248000,68154000,103932000,-52065000,-59581000,32161000,50611000,67974000,31217000,5616000,-8590000,-36436000,
